usage frequency,churn,customerid,payment delay,last interaction,tenure,subscription type,age,support calls,total spend,gender,contract length,Avg Spend Per Tenure,Recency Score,Churn Risk Score,CLV
-0.13143681604230723,False,262513,-0.31552117291470066,1.5735215683656143,0.5869531881419036,2,-0.055465864503845975,-0.397361306242828,-0.14014112094861486,1,0,-0.23876030283139704,0.11573745606234653,-0.39435961595857943,-0.23876030283139704
1.3444200253823715,True,21513,-0.65337989812515,-1.6671272013800884,0.8208857186538061,0,0.9574982463112475,-0.7149701646810835,-0.9271272411987729,1,1,-1.129423036764722,3.3563862258080492,-0.7053581421976612,-1.129423036764722
0.09561808263841257,True,246844,1.3737724531375461,-0.8569650089436628,-1.4599564538372427,2,0.523370770247636,0.5554652690719388,-0.11326842415958507,1,0,0.07758342645212371,2.5462240333716237,1.145517098057803,0.07758342645212371
-0.24496426538266713,False,266885,-1.216477773475899,0.5318844638044956,-0.8166419949295111,0,0.523370770247636,-1.0325790231193392,0.48176986188321735,1,2,-0.5899401021188013,1.1573745606234653,-0.754684194687849,-0.5899401021188013
0.43620043065949227,False,430104,-1.3290973485460487,-0.2782777286319301,-1.4599564538372427,0,-1.2854937133507451,-1.6677967399958504,0.777369526562545,0,2,-0.532460762455869,1.9675367530598908,-0.872896405504331,-0.532460762455869
1.6850023734034512,False,313109,-1.216477773475899,1.3420466562409212,0.4115037902579768,1,0.08924329418402452,-0.7149701646810835,0.7620136998259566,1,2,1.8517780828901742,0.3472123681870396,-0.90503069419387,1.8517780828901742
-0.6990740627441068,False,445490,0.022337552295748707,-0.7412275528813163,0.7039194533978548,2,0.523370770247636,-0.7149701646810835,-0.17469173110593889,1,0,-0.24817005733069752,2.430486577309277,-0.34410616393602167,-0.24817005733069752
1.4579474747227312,False,415967,-0.65337989812515,-0.39401518469427665,-1.8108552496050965,2,-1.4302028720386155,-1.3501878815575947,1.2150105885553157,1,0,-0.6709595307633119,2.0832742091222376,-0.3695752636088341,-0.6709595307633119
0.09561808263841257,False,350826,0.1349571273658985,0.5318844638044956,1.113301381793684,2,-0.1278204438477812,-1.3501878815575947,0.2859830709917146,1,0,0.2568783939987175,1.1573745606234653,-0.560238077143066,0.2568783939987175
-1.3802387587862661,False,406806,-0.20290159784455086,-1.0884399210683557,0.3530206576300012,0,-0.6343024992553279,-1.6677967399958504,0.6852345661430143,0,2,1.9410608170732164,2.777698945496317,-0.6723939524470308,1.9410608170732164
-1.1531838601055464,False,272590,-1.8921952238967976,-1.4356522892553953,1.405717044933562,1,-1.1407845546628745,-1.3501878815575947,1.4837375564456137,1,2,1.0555022874576718,3.124911313683356,-1.6322973854023897,1.0555022874576718
1.2308925760420115,False,425905,0.36019627750619804,-1.3199148331930488,0.23605439237404993,1,0.3786616115597655,-1.3501878815575947,0.9693173607699006,0,0,4.106330541114981,3.0091738576210094,-0.2721691041889894,4.106330541114981
-0.13143681604230723,False,293009,-0.8786190482654496,-0.16254027256958362,-0.05636127076582812,1,-0.48959334056745746,-0.7149701646810835,0.3474063779380684,0,0,-6.16392024554388,1.8517992969975445,-0.6425283193838842,-6.16392024554388
-0.24496426538266713,False,311325,-0.9912386233355993,-1.5513897453177419,0.9963351165377329,0,-1.0684299753189395,-1.0325790231193392,0.6698787394064258,0,0,0.6723427974056121,3.240648769745703,-1.004660041911148,0.6723427974056121
-1.3802387587862661,True,233629,-0.9912386233355993,-0.5097526407566232,1.405717044933562,2,-1.3578482926946804,1.5082918443867055,-0.6775950567292106,1,2,-0.4820280576175524,2.199011665184584,-0.3242751673385004,-0.4820280576175524
-1.2667113094459062,True,177517,-1.3290973485460487,-0.39401518469427665,-0.9920913928134379,1,-1.1407845546628745,-1.6677967399958504,0.911733010507694,0,2,-0.919001028647312,2.0832742091222376,-0.966469417709092,-0.919001028647312
0.20914553197877245,False,327395,-1.6669560737564981,-0.2782777286319301,1.405717044933562,0,-1.3578482926946804,-1.6677967399958504,1.7140749574944403,1,0,1.2193598730784772,1.9675367530598908,-1.6149604678637166,1.2193598730784772
-0.017909366701947337,True,250888,-1.1038581984057492,-0.2782777286319301,0.528470055513928,0,-0.34488418187958697,0.2378564106336832,1.4184752928151128,1,1,2.6841166836513946,1.9675367530598908,-0.5862661871155552,2.6841166836513946
1.3444200253823715,False,375250,0.36019627750619804,0.8790968319915351,-0.4072600665336818,0,-1.2131391340068098,-1.0325790231193392,0.09403523678435899,1,2,-0.23089726813807795,0.8101621924364257,-0.04822355487596637,-0.23089726813807795
0.32267298131913236,False,328167,-1.4417169236161984,-0.04680281650723708,-1.4599564538372427,0,0.16159787352795976,-1.0325790231193392,0.435702381673452,1,0,-0.2984351899868546,1.736061840935198,-0.7386408779764523,-0.2984351899868546
1.2308925760420115,False,171134,0.1349571273658985,-0.39401518469427665,-1.0505745254414136,2,0.5957253495915712,-0.397361306242828,1.0384185810845485,0,2,-0.9884292412746658,2.0832742091222376,0.15838507689838358,-0.9884292412746658
0.776782778680572,True,55413,-0.65337989812515,0.18467209561745598,0.3530206576300012,2,-1.3578482926946804,-1.0325790231193392,1.7140749574944403,1,1,4.855452281466633,1.504586928810505,-0.7070677875243769,4.855452281466633
1.4579474747227312,False,386603,-0.65337989812515,-1.0884399210683557,-0.9336082601854623,2,-1.3578482926946804,-1.3501878815575947,1.4990933831822022,0,2,-1.6056985002300705,2.777698945496317,-0.545024661492761,-1.6056985002300705
-0.24496426538266713,False,272722,-1.5543364986863482,-0.04680281650723708,-0.7581588623015355,0,0.08924329418402452,-1.0325790231193392,0.9040550971393997,0,0,-1.192434913172377,1.736061840935198,-0.9353101838186688,-1.192434913172377
-0.24496426538266713,True,110379,-1.216477773475899,-0.9727024650060093,0.5869531881419036,1,0.5957253495915712,0.5554652690719388,0.1861701972038897,1,2,0.31718065591097977,2.66196148943397,-0.5589899436447485,0.31718065591097977
-1.3802387587862661,False,337667,-1.1038581984057492,1.5735215683656143,0.5869531881419036,1,-0.20017502319171646,-1.0325790231193392,1.5758725168651444,1,0,2.6848350919667494,0.11573745606234653,-0.9790934437670571,2.6848350919667494
1.3444200253823715,True,33170,-0.09028202277440107,0.5318844638044956,-0.23181066864975497,1,1.1745619843430533,-0.7149701646810835,0.9462836206650179,0,1,-4.082140076541374,1.1573745606234653,-0.21326992706157463,-4.082140076541374
-0.4720191640633869,False,302708,-0.20290159784455086,-0.2782777286319301,1.6396495754454645,0,-0.7790116579431984,-1.6677967399958504,1.257239112080934,0,2,0.7667730537723976,1.9675367530598908,-0.9297197360101235,0.7667730537723976
-0.8126015120844666,True,2024,-1.6669560737564981,-0.2782777286319301,-1.1675407906973647,2,-0.7066570785992632,0.2378564106336832,1.7179139141785875,0,0,-1.471395199094062,1.9675367530598908,-0.5286129555486712,-1.471395199094062
1.0038376773612918,False,191178,-0.20290159784455086,-1.6671272013800884,0.5869531881419036,2,-0.5619479199113927,-0.7149701646810835,1.119036671451638,1,0,1.9065177497274217,3.3563862258080492,-0.4333324859549812,1.9065177497274217
1.0038376773612918,False,440649,-1.6669560737564981,0.9948342880538816,1.6396495754454645,0,0.45101619090370076,-1.0325790231193392,0.5086425586722472,1,0,0.31021418618307983,0.6944247363740792,-1.4711816589031437,0.31021418618307983
